INFO backend.py:963:  Mock Version: 1.1.26
DEBUG util.py:308:  Executing command: ['/bin/mount', '-n', '-t', 'proc', 'proc', '/var/lib/mock/fedora-rawhide-x86_64/root/proc'] with env {'LANG': 'en_US.utf8', 'TERM': 'vt100', 'SHELL': '/bin/bash', 'HOSTNAME': 'mock', 'HOME': '/builddir', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin'}
DEBUG util.py:348:  Child return code was: 0
DEBUG util.py:308:  Executing command: ['/bin/mount', '-n', '-t', 'sysfs', 'mock_chroot_sys', '/var/lib/mock/fedora-rawhide-x86_64/root/sys'] with env {'LANG': 'en_US.utf8', 'TERM': 'vt100', 'SHELL': '/bin/bash', 'HOSTNAME': 'mock', 'HOME': '/builddir', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin'}
DEBUG util.py:348:  Child return code was: 0
DEBUG util.py:308:  Executing command: ['/bin/mount', '-n', '-t', 'tmpfs', 'mock_chroot_shmfs', '/var/lib/mock/fedora-rawhide-x86_64/root/dev/shm'] with env {'LANG': 'en_US.utf8', 'TERM': 'vt100', 'SHELL': '/bin/bash', 'HOSTNAME': 'mock', 'HOME': '/builddir', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin'}
DEBUG util.py:348:  Child return code was: 0
DEBUG util.py:308:  Executing command: ['/bin/mount', '-n', '-t', 'devpts', '-o', 'gid=5,mode=0620,ptmxmode=0666,newinstance', 'mock_chroot_devpts', '/var/lib/mock/fedora-rawhide-x86_64/root/dev/pts'] with env {'LANG': 'en_US.utf8', 'TERM': 'vt100', 'SHELL': '/bin/bash', 'HOSTNAME': 'mock', 'HOME': '/builddir', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin'}
DEBUG util.py:348:  Child return code was: 0
DEBUG util.py:308:  Executing command: ['/bin/mount', '-n', '--bind', '/var/cache/mock/fedora-rawhide-x86_64/yum_cache/', '/var/lib/mock/fedora-rawhide-x86_64/root/var/cache/yum'] with env {'LANG': 'en_US.utf8', 'TERM': 'vt100', 'SHELL': '/bin/bash', 'HOSTNAME': 'mock', 'HOME': '/builddir', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin'}
DEBUG util.py:348:  Child return code was: 0
DEBUG util.py:308:  Executing command: ['/bin/mount', '-n', '--bind', '/var/cache/mock/fedora-rawhide-x86_64/ccache/', '/var/lib/mock/fedora-rawhide-x86_64/root/tmp/ccache'] with env {'LANG': 'en_US.utf8', 'TERM': 'vt100', 'SHELL': '/bin/bash', 'HOSTNAME': 'mock', 'HOME': '/builddir', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin'}
DEBUG util.py:348:  Child return code was: 0
DEBUG util.py:308:  Executing command: ['/bin/mount', '-n', '--bind', '/tmp/mock-selinux-plugin.87QWvX', '/var/lib/mock/fedora-rawhide-x86_64/root/proc/filesystems'] with env {'LANG': 'en_US.utf8', 'TERM': 'vt100', 'SHELL': '/bin/bash', 'HOSTNAME': 'mock', 'HOME': '/builddir', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin'}
DEBUG util.py:348:  Child return code was: 0
DEBUG util.py:308:  Executing command: ['rpm', '-Uvh', '--nodeps', '/builddir/build/originals/cqrlog-1.5.2-1.fc19.src.rpm'] with env {'LANG': 'en_US.utf8', 'TERM': 'vt100', 'SHELL': '/bin/bash', 'CCACHE_DIR': '/tmp/ccache', 'HOSTNAME': 'mock', 'PROMPT_COMMAND': 'echo -n "<mock-chroot>"', 'HOME': '/builddir', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'CCACHE_UMASK': '002'}
DEBUG util.py:258:  Updating / installing...
DEBUG util.py:258:  cqrlog-1.5.2-1.fc19                   ########################################
DEBUG util.py:258:  warning: user christensene does not exist - using root
DEBUG util.py:258:  warning: group christensene does not exist - using root
DEBUG util.py:258:  warning: user christensene does not exist - using root
DEBUG util.py:258:  warning: group christensene does not exist - using root
DEBUG util.py:258:  warning: user christensene does not exist - using root
DEBUG util.py:258:  warning: group christensene does not exist - using root
DEBUG util.py:258:  warning: user christensene does not exist - using root
DEBUG util.py:258:  warning: group christensene does not exist - using root
DEBUG util.py:348:  Child return code was: 0
DEBUG backend.py:895:  ['/usr/bin/yum', '--installroot', '/var/lib/mock/fedora-rawhide-x86_64/root/', 'resolvedep', 'ccache']
DEBUG util.py:308:  Executing command: ['/usr/bin/yum', '--installroot', '/var/lib/mock/fedora-rawhide-x86_64/root/', 'resolvedep', 'ccache', '--setopt=tsflags=nocontexts'] with env {'LANG': 'en_US.utf8', 'TERM': 'vt100', 'SHELL': '/bin/bash', 'CCACHE_DIR': '/tmp/ccache', 'HOSTNAME': 'mock', 'PROMPT_COMMAND': 'echo -n "<mock-chroot>"', 'HOME': '/builddir', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'CCACHE_UMASK': '002'}
DEBUG util.py:258:    ccache:
DEBUG util.py:258:  0:ccache-3.1.8-1.fc18.x86_64 fedora
DEBUG util.py:348:  Child return code was: 0
DEBUG backend.py:895:  ['/usr/bin/yum', '--installroot', '/var/lib/mock/fedora-rawhide-x86_64/root/', 'install', 'ccache']
DEBUG util.py:308:  Executing command: ['/usr/bin/yum', '--installroot', '/var/lib/mock/fedora-rawhide-x86_64/root/', 'install', 'ccache', '--setopt=tsflags=nocontexts'] with env {'LANG': 'en_US.utf8', 'TERM': 'vt100', 'SHELL': '/bin/bash', 'CCACHE_DIR': '/tmp/ccache', 'HOSTNAME': 'mock', 'PROMPT_COMMAND': 'echo -n "<mock-chroot>"', 'HOME': '/builddir', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'CCACHE_UMASK': '002'}
DEBUG util.py:258:  ================================================================================
DEBUG util.py:258:   Package         Arch            Version                  Repository       Size
DEBUG util.py:258:  ================================================================================
DEBUG util.py:258:  Installing:
DEBUG util.py:258:   ccache          x86_64          3.1.8-1.fc18             fedora          129 k
DEBUG util.py:258:  Transaction Summary
DEBUG util.py:258:  ================================================================================
DEBUG util.py:258:  Install  1 Package
DEBUG util.py:258:  Total size: 129 k
DEBUG util.py:258:  Installed size: 381 k
DEBUG util.py:258:  Installed:
DEBUG util.py:258:    ccache.x86_64 0:3.1.8-1.fc18                                                  
DEBUG util.py:348:  Child return code was: 0
DEBUG backend.py:895:  ['/usr/bin/yum-builddep', '--installroot', '/var/lib/mock/fedora-rawhide-x86_64/root/', '/var/lib/mock/fedora-rawhide-x86_64/root///builddir/build/SRPMS/cqrlog-1.5.2-1.fc19.src.rpm']
DEBUG util.py:308:  Executing command: ['/usr/bin/yum-builddep', '--installroot', '/var/lib/mock/fedora-rawhide-x86_64/root/', '/var/lib/mock/fedora-rawhide-x86_64/root///builddir/build/SRPMS/cqrlog-1.5.2-1.fc19.src.rpm'] with env {'LANG': 'en_US.utf8', 'TERM': 'vt100', 'SHELL': '/bin/bash', 'CCACHE_DIR': '/tmp/ccache', 'HOSTNAME': 'mock', 'PROMPT_COMMAND': 'echo -n "<mock-chroot>"', 'HOME': '/builddir', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'CCACHE_UMASK': '002'}
DEBUG util.py:258:  Getting requirements for cqrlog-1.5.2-1.fc19.src
DEBUG util.py:258:   --> fpc-2.6.0-3.fc18.x86_64
DEBUG util.py:258:   --> lazarus-0.9.30.4-2.fc18.x86_64
DEBUG util.py:258:   --> 1:openssl-devel-1.0.1c-7.fc19.x86_64
DEBUG util.py:258:   --> desktop-file-utils-0.20-4.fc19.x86_64
DEBUG util.py:258:  ================================================================================
DEBUG util.py:258:   Package                     Arch       Version                Repository  Size
DEBUG util.py:258:  ================================================================================
DEBUG util.py:258:  Installing:
DEBUG util.py:258:   desktop-file-utils          x86_64     0.20-4.fc19            fedora      64 k
DEBUG util.py:258:   fpc                         x86_64     2.6.0-3.fc18           fedora      21 M
DEBUG util.py:258:   lazarus                     x86_64     0.9.30.4-2.fc18        fedora      54 M
DEBUG util.py:258:   openssl-devel               x86_64     1:1.0.1c-7.fc19        fedora     1.1 M
DEBUG util.py:258:  Installing for dependencies:
DEBUG util.py:258:   atk                         x86_64     2.6.0-1.fc18           fedora     230 k
DEBUG util.py:258:   atk-devel                   x86_64     2.6.0-1.fc18           fedora     144 k
DEBUG util.py:258:   autoconf                    noarch     2.69-3.fc18            fedora     702 k
DEBUG util.py:258:   automake                    noarch     1.12.2-5.fc19          fedora     667 k
DEBUG util.py:258:   avahi-libs                  x86_64     0.6.31-6.fc18          fedora      60 k
DEBUG util.py:258:   cairo                       x86_64     1.12.2-4.fc19          fedora     645 k
DEBUG util.py:258:   cairo-devel                 x86_64     1.12.2-4.fc19          fedora     455 k
DEBUG util.py:258:   cups-libs                   x86_64     1:1.6.1-5.fc19         fedora     338 k
DEBUG util.py:258:   emacs-filesystem            noarch     1:24.2-5.fc19          fedora      54 k
DEBUG util.py:258:   fontconfig                  x86_64     2.10.1-1.fc18          fedora     212 k
DEBUG util.py:258:   fontconfig-devel            x86_64     2.10.1-1.fc18          fedora     210 k
DEBUG util.py:258:   fontpackages-filesystem     noarch     1.44-5.fc18            fedora     9.4 k
DEBUG util.py:258:   fpc-src                     x86_64     2.6.0-3.fc18           fedora      16 M
DEBUG util.py:258:   freetype                    x86_64     2.4.10-2.fc18          fedora     379 k
DEBUG util.py:258:   freetype-devel              x86_64     2.4.10-2.fc18          fedora     347 k
DEBUG util.py:258:   gdk-pixbuf2                 x86_64     2.26.4-1.fc18          fedora     527 k
DEBUG util.py:258:   gdk-pixbuf2-devel           x86_64     2.26.4-1.fc18          fedora     206 k
DEBUG util.py:258:   gl-manpages                 noarch     1.0.1-1.fc19           fedora     421 k
DEBUG util.py:258:   glib2-devel                 x86_64     2.34.0-1.fc19          fedora     1.9 M
DEBUG util.py:258:   gpm                         x86_64     1.20.6-25.fc19         fedora     191 k
DEBUG util.py:258:   gpm-libs                    x86_64     1.20.6-25.fc19         fedora      29 k
DEBUG util.py:258:   gtk2                        x86_64     2.24.13-1.fc19         fedora     3.4 M
DEBUG util.py:258:   gtk2-devel                  x86_64     2.24.13-1.fc19         fedora     2.9 M
DEBUG util.py:258:   harfbuzz                    x86_64     0.9.4-1.fc19           fedora     391 k
DEBUG util.py:258:   harfbuzz-devel              x86_64     0.9.4-1.fc19           fedora      45 k
DEBUG util.py:258:   hicolor-icon-theme          noarch     0.12-5.fc18            fedora      42 k
DEBUG util.py:258:   jasper-libs                 x86_64     1.900.1-20.fc18        fedora     144 k
DEBUG util.py:258:   jbigkit-libs                x86_64     2.0-7.fc18             fedora      45 k
DEBUG util.py:258:   keyutils-libs-devel         x86_64     1.5.5-3.fc18           fedora      34 k
DEBUG util.py:258:   khrplatform-devel           noarch     9.0-0.1.fc19           fedora      19 k
DEBUG util.py:258:   krb5-devel                  x86_64     1.10.3-6.fc19          fedora     481 k
DEBUG util.py:258:   libX11                      x86_64     1.5.0-3.fc18           fedora     591 k
DEBUG util.py:258:   libX11-common               noarch     1.5.0-3.fc18           fedora     181 k
DEBUG util.py:258:   libX11-devel                x86_64     1.5.0-3.fc18           fedora     1.0 M
DEBUG util.py:258:   libXau                      x86_64     1.0.6-4.fc18           fedora      25 k
DEBUG util.py:258:   libXau-devel                x86_64     1.0.6-4.fc18           fedora      14 k
DEBUG util.py:258:   libXcomposite               x86_64     0.4.3-4.fc18           fedora      21 k
DEBUG util.py:258:   libXcomposite-devel         x86_64     0.4.3-4.fc18           fedora      15 k
DEBUG util.py:258:   libXcursor                  x86_64     1.1.13-2.fc18          fedora      38 k
DEBUG util.py:258:   libXcursor-devel            x86_64     1.1.13-2.fc18          fedora      22 k
DEBUG util.py:258:   libXdamage                  x86_64     1.1.3-4.fc18           fedora      19 k
DEBUG util.py:258:   libXdamage-devel            x86_64     1.1.3-4.fc18           fedora     9.2 k
DEBUG util.py:258:   libXext                     x86_64     1.3.1-2.fc18           fedora      35 k
DEBUG util.py:258:   libXext-devel               x86_64     1.3.1-2.fc18           fedora      74 k
DEBUG util.py:258:   libXfixes                   x86_64     5.0-3.fc18             fedora      24 k
DEBUG util.py:258:   libXfixes-devel             x86_64     5.0-3.fc18             fedora      12 k
DEBUG util.py:258:   libXft                      x86_64     2.3.1-2.fc18           fedora      56 k
DEBUG util.py:258:   libXft-devel                x86_64     2.3.1-2.fc18           fedora      19 k
DEBUG util.py:258:   libXi                       x86_64     1.6.1-2.fc18           fedora      36 k
DEBUG util.py:258:   libXi-devel                 x86_64     1.6.1-2.fc18           fedora     102 k
DEBUG util.py:258:   libXinerama                 x86_64     1.1.2-2.fc18           fedora      20 k
DEBUG util.py:258:   libXinerama-devel           x86_64     1.1.2-2.fc18           fedora      13 k
DEBUG util.py:258:   libXrandr                   x86_64     1.4.0-1.fc18           fedora      37 k
DEBUG util.py:258:   libXrandr-devel             x86_64     1.4.0-1.fc18           fedora      20 k
DEBUG util.py:258:   libXrender                  x86_64     0.9.7-2.fc18           fedora      31 k
DEBUG util.py:258:   libXrender-devel            x86_64     0.9.7-2.fc18           fedora      16 k
DEBUG util.py:258:   libXxf86vm                  x86_64     1.1.2-2.fc18           fedora      23 k
DEBUG util.py:258:   libXxf86vm-devel            x86_64     1.1.2-2.fc18           fedora      17 k
DEBUG util.py:258:   libcom_err-devel            x86_64     1.42.6-2.fc19          fedora      28 k
DEBUG util.py:258:   libdrm                      x86_64     2.4.39-2.fc19          fedora     119 k
DEBUG util.py:258:   libdrm-devel                x86_64     2.4.39-2.fc19          fedora      72 k
DEBUG util.py:258:   libicu                      x86_64     49.1.1-7.fc19          fedora     5.3 M
DEBUG util.py:258:   libjpeg-turbo               x86_64     1.2.1-2.fc18           fedora     123 k
DEBUG util.py:258:   libpciaccess                x86_64     0.13.1-2.fc18          fedora      25 k
DEBUG util.py:258:   libpng                      x86_64     2:1.5.13-1.fc19        fedora     209 k
DEBUG util.py:258:   libpng-devel                x86_64     2:1.5.13-1.fc19        fedora     120 k
DEBUG util.py:258:   libselinux-devel            x86_64     2.1.12-1.fc19          fedora     155 k
DEBUG util.py:258:   libsepol-devel              x86_64     2.1.8-2.fc19           fedora      68 k
DEBUG util.py:258:   libthai                     x86_64     0.1.14-6.fc18          fedora     186 k
DEBUG util.py:258:   libtiff                     x86_64     4.0.3-1.fc19           fedora     161 k
DEBUG util.py:258:   libwayland-client           x86_64     0.95.0-1.fc19          fedora      20 k
DEBUG util.py:258:   libwayland-server           x86_64     0.95.0-1.fc19          fedora      28 k
DEBUG util.py:258:   libxcb                      x86_64     1.8.1-4.fc19           fedora     159 k
DEBUG util.py:258:   libxcb-devel                x86_64     1.8.1-4.fc19           fedora     169 k
DEBUG util.py:258:   m4                          x86_64     1.4.16-6.fc19          fedora     254 k
DEBUG util.py:258:   mesa-libEGL                 x86_64     9.0-0.1.fc19           fedora      78 k
DEBUG util.py:258:   mesa-libEGL-devel           x86_64     9.0-0.1.fc19           fedora      29 k
DEBUG util.py:258:   mesa-libGL                  x86_64     9.0-0.1.fc19           fedora     164 k
DEBUG util.py:258:   mesa-libGL-devel            x86_64     9.0-0.1.fc19           fedora     134 k
DEBUG util.py:258:   mesa-libgbm                 x86_64     9.0-0.1.fc19           fedora      34 k
DEBUG util.py:258:   mesa-libglapi               x86_64     9.0-0.1.fc19           fedora      59 k
DEBUG util.py:258:   pango                       x86_64     1.32.1-1.fc19          fedora     279 k
DEBUG util.py:258:   pango-devel                 x86_64     1.32.1-1.fc19          fedora     295 k
DEBUG util.py:258:   perl-Data-Dumper            x86_64     2.136-1.fc19           fedora      45 k
DEBUG util.py:258:   perl-Test-Harness           noarch     3.23-239.fc19          fedora     287 k
DEBUG util.py:258:   pixman                      x86_64     0.27.2-1.fc19          fedora     226 k
DEBUG util.py:258:   pixman-devel                x86_64     0.27.2-1.fc19          fedora      17 k
DEBUG util.py:258:   xorg-x11-proto-devel        noarch     7.6-24.fc18            fedora     270 k
DEBUG util.py:258:   zlib-devel                  x86_64     1.2.7-9.fc19           fedora      48 k
DEBUG util.py:258:  Transaction Summary
DEBUG util.py:258:  ================================================================================
DEBUG util.py:258:  Install  4 Packages (+89 Dependent packages)
DEBUG util.py:258:  Total size: 118 M
DEBUG util.py:258:  Installed size: 769 M
DEBUG util.py:258:  Installed:
DEBUG util.py:258:    desktop-file-utils.x86_64 0:0.20-4.fc19  fpc.x86_64 0:2.6.0-3.fc18            
DEBUG util.py:258:    lazarus.x86_64 0:0.9.30.4-2.fc18         openssl-devel.x86_64 1:1.0.1c-7.fc19 
DEBUG util.py:258:  Dependency Installed:
DEBUG util.py:258:    atk.x86_64 0:2.6.0-1.fc18                                                     
DEBUG util.py:258:    atk-devel.x86_64 0:2.6.0-1.fc18                                               
DEBUG util.py:258:    autoconf.noarch 0:2.69-3.fc18                                                 
DEBUG util.py:258:    automake.noarch 0:1.12.2-5.fc19                                               
DEBUG util.py:258:    avahi-libs.x86_64 0:0.6.31-6.fc18                                             
DEBUG util.py:258:    cairo.x86_64 0:1.12.2-4.fc19                                                  
DEBUG util.py:258:    cairo-devel.x86_64 0:1.12.2-4.fc19                                            
DEBUG util.py:258:    cups-libs.x86_64 1:1.6.1-5.fc19                                               
DEBUG util.py:258:    emacs-filesystem.noarch 1:24.2-5.fc19                                         
DEBUG util.py:258:    fontconfig.x86_64 0:2.10.1-1.fc18                                             
DEBUG util.py:258:    fontconfig-devel.x86_64 0:2.10.1-1.fc18                                       
DEBUG util.py:258:    fontpackages-filesystem.noarch 0:1.44-5.fc18                                  
DEBUG util.py:258:    fpc-src.x86_64 0:2.6.0-3.fc18                                                 
DEBUG util.py:258:    freetype.x86_64 0:2.4.10-2.fc18                                               
DEBUG util.py:258:    freetype-devel.x86_64 0:2.4.10-2.fc18                                         
DEBUG util.py:258:    gdk-pixbuf2.x86_64 0:2.26.4-1.fc18                                            
DEBUG util.py:258:    gdk-pixbuf2-devel.x86_64 0:2.26.4-1.fc18                                      
DEBUG util.py:258:    gl-manpages.noarch 0:1.0.1-1.fc19                                             
DEBUG util.py:258:    glib2-devel.x86_64 0:2.34.0-1.fc19                                            
DEBUG util.py:258:    gpm.x86_64 0:1.20.6-25.fc19                                                   
DEBUG util.py:258:    gpm-libs.x86_64 0:1.20.6-25.fc19                                              
DEBUG util.py:258:    gtk2.x86_64 0:2.24.13-1.fc19                                                  
DEBUG util.py:258:    gtk2-devel.x86_64 0:2.24.13-1.fc19                                            
DEBUG util.py:258:    harfbuzz.x86_64 0:0.9.4-1.fc19                                                
DEBUG util.py:258:    harfbuzz-devel.x86_64 0:0.9.4-1.fc19                                          
DEBUG util.py:258:    hicolor-icon-theme.noarch 0:0.12-5.fc18                                       
DEBUG util.py:258:    jasper-libs.x86_64 0:1.900.1-20.fc18                                          
DEBUG util.py:258:    jbigkit-libs.x86_64 0:2.0-7.fc18                                              
DEBUG util.py:258:    keyutils-libs-devel.x86_64 0:1.5.5-3.fc18                                     
DEBUG util.py:258:    khrplatform-devel.noarch 0:9.0-0.1.fc19                                       
DEBUG util.py:258:    krb5-devel.x86_64 0:1.10.3-6.fc19                                             
DEBUG util.py:258:    libX11.x86_64 0:1.5.0-3.fc18                                                  
DEBUG util.py:258:    libX11-common.noarch 0:1.5.0-3.fc18                                           
DEBUG util.py:258:    libX11-devel.x86_64 0:1.5.0-3.fc18                                            
DEBUG util.py:258:    libXau.x86_64 0:1.0.6-4.fc18                                                  
DEBUG util.py:258:    libXau-devel.x86_64 0:1.0.6-4.fc18                                            
DEBUG util.py:258:    libXcomposite.x86_64 0:0.4.3-4.fc18                                           
DEBUG util.py:258:    libXcomposite-devel.x86_64 0:0.4.3-4.fc18                                     
DEBUG util.py:258:    libXcursor.x86_64 0:1.1.13-2.fc18                                             
DEBUG util.py:258:    libXcursor-devel.x86_64 0:1.1.13-2.fc18                                       
DEBUG util.py:258:    libXdamage.x86_64 0:1.1.3-4.fc18                                              
DEBUG util.py:258:    libXdamage-devel.x86_64 0:1.1.3-4.fc18                                        
DEBUG util.py:258:    libXext.x86_64 0:1.3.1-2.fc18                                                 
DEBUG util.py:258:    libXext-devel.x86_64 0:1.3.1-2.fc18                                           
DEBUG util.py:258:    libXfixes.x86_64 0:5.0-3.fc18                                                 
DEBUG util.py:258:    libXfixes-devel.x86_64 0:5.0-3.fc18                                           
DEBUG util.py:258:    libXft.x86_64 0:2.3.1-2.fc18                                                  
DEBUG util.py:258:    libXft-devel.x86_64 0:2.3.1-2.fc18                                            
DEBUG util.py:258:    libXi.x86_64 0:1.6.1-2.fc18                                                   
DEBUG util.py:258:    libXi-devel.x86_64 0:1.6.1-2.fc18                                             
DEBUG util.py:258:    libXinerama.x86_64 0:1.1.2-2.fc18                                             
DEBUG util.py:258:    libXinerama-devel.x86_64 0:1.1.2-2.fc18                                       
DEBUG util.py:258:    libXrandr.x86_64 0:1.4.0-1.fc18                                               
DEBUG util.py:258:    libXrandr-devel.x86_64 0:1.4.0-1.fc18                                         
DEBUG util.py:258:    libXrender.x86_64 0:0.9.7-2.fc18                                              
DEBUG util.py:258:    libXrender-devel.x86_64 0:0.9.7-2.fc18                                        
DEBUG util.py:258:    libXxf86vm.x86_64 0:1.1.2-2.fc18                                              
DEBUG util.py:258:    libXxf86vm-devel.x86_64 0:1.1.2-2.fc18                                        
DEBUG util.py:258:    libcom_err-devel.x86_64 0:1.42.6-2.fc19                                       
DEBUG util.py:258:    libdrm.x86_64 0:2.4.39-2.fc19                                                 
DEBUG util.py:258:    libdrm-devel.x86_64 0:2.4.39-2.fc19                                           
DEBUG util.py:258:    libicu.x86_64 0:49.1.1-7.fc19                                                 
DEBUG util.py:258:    libjpeg-turbo.x86_64 0:1.2.1-2.fc18                                           
DEBUG util.py:258:    libpciaccess.x86_64 0:0.13.1-2.fc18                                           
DEBUG util.py:258:    libpng.x86_64 2:1.5.13-1.fc19                                                 
DEBUG util.py:258:    libpng-devel.x86_64 2:1.5.13-1.fc19                                           
DEBUG util.py:258:    libselinux-devel.x86_64 0:2.1.12-1.fc19                                       
DEBUG util.py:258:    libsepol-devel.x86_64 0:2.1.8-2.fc19                                          
DEBUG util.py:258:    libthai.x86_64 0:0.1.14-6.fc18                                                
DEBUG util.py:258:    libtiff.x86_64 0:4.0.3-1.fc19                                                 
DEBUG util.py:258:    libwayland-client.x86_64 0:0.95.0-1.fc19                                      
DEBUG util.py:258:    libwayland-server.x86_64 0:0.95.0-1.fc19                                      
DEBUG util.py:258:    libxcb.x86_64 0:1.8.1-4.fc19                                                  
DEBUG util.py:258:    libxcb-devel.x86_64 0:1.8.1-4.fc19                                            
DEBUG util.py:258:    m4.x86_64 0:1.4.16-6.fc19                                                     
DEBUG util.py:258:    mesa-libEGL.x86_64 0:9.0-0.1.fc19                                             
DEBUG util.py:258:    mesa-libEGL-devel.x86_64 0:9.0-0.1.fc19                                       
DEBUG util.py:258:    mesa-libGL.x86_64 0:9.0-0.1.fc19                                              
DEBUG util.py:258:    mesa-libGL-devel.x86_64 0:9.0-0.1.fc19                                        
DEBUG util.py:258:    mesa-libgbm.x86_64 0:9.0-0.1.fc19                                             
DEBUG util.py:258:    mesa-libglapi.x86_64 0:9.0-0.1.fc19                                           
DEBUG util.py:258:    pango.x86_64 0:1.32.1-1.fc19                                                  
DEBUG util.py:258:    pango-devel.x86_64 0:1.32.1-1.fc19                                            
DEBUG util.py:258:    perl-Data-Dumper.x86_64 0:2.136-1.fc19                                        
DEBUG util.py:258:    perl-Test-Harness.noarch 0:3.23-239.fc19                                      
DEBUG util.py:258:    pixman.x86_64 0:0.27.2-1.fc19                                                 
DEBUG util.py:258:    pixman-devel.x86_64 0:0.27.2-1.fc19                                           
DEBUG util.py:258:    xorg-x11-proto-devel.noarch 0:7.6-24.fc18                                     
DEBUG util.py:258:    zlib-devel.x86_64 0:1.2.7-9.fc19                                              
DEBUG util.py:348:  Child return code was: 0
DEBUG util.py:308:  Executing command: ['ccache', '-M', '4G'] with env {'LANG': 'en_US.utf8', 'TERM': 'vt100', 'SHELL': '/bin/bash', 'CCACHE_DIR': '/tmp/ccache', 'HOSTNAME': 'mock', 'PROMPT_COMMAND': 'echo -n "<mock-chroot>"', 'HOME': '/builddir', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'CCACHE_UMASK': '002'}
DEBUG util.py:258:  Set cache size limit to 4.0 Gbytes
DEBUG util.py:348:  Child return code was: 0
DEBUG backend.py:678:  Copying packages to result dir
DEBUG util.py:308:  Executing command: ['/bin/umount', '-n', '/var/lib/mock/fedora-rawhide-x86_64/root/proc/filesystems'] with env {'LANG': 'en_US.utf8', 'TERM': 'vt100', 'SHELL': '/bin/bash', 'HOSTNAME': 'mock', 'HOME': '/builddir', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin'}
DEBUG util.py:348:  Child return code was: 0
DEBUG util.py:308:  Executing command: ['/bin/umount', '-n', '/var/lib/mock/fedora-rawhide-x86_64/root/tmp/ccache'] with env {'LANG': 'en_US.utf8', 'TERM': 'vt100', 'SHELL': '/bin/bash', 'HOSTNAME': 'mock', 'HOME': '/builddir', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin'}
DEBUG util.py:348:  Child return code was: 0
DEBUG util.py:308:  Executing command: ['/bin/umount', '-n', '/var/lib/mock/fedora-rawhide-x86_64/root/var/cache/yum'] with env {'LANG': 'en_US.utf8', 'TERM': 'vt100', 'SHELL': '/bin/bash', 'HOSTNAME': 'mock', 'HOME': '/builddir', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin'}
DEBUG util.py:348:  Child return code was: 0
DEBUG util.py:308:  Executing command: ['/bin/umount', '-n', '-l', '/var/lib/mock/fedora-rawhide-x86_64/root/dev/pts'] with env {'LANG': 'en_US.utf8', 'TERM': 'vt100', 'SHELL': '/bin/bash', 'HOSTNAME': 'mock', 'HOME': '/builddir', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin'}
DEBUG util.py:348:  Child return code was: 0
DEBUG util.py:308:  Executing command: ['/bin/umount', '-n', '-l', '/var/lib/mock/fedora-rawhide-x86_64/root/dev/shm'] with env {'LANG': 'en_US.utf8', 'TERM': 'vt100', 'SHELL': '/bin/bash', 'HOSTNAME': 'mock', 'HOME': '/builddir', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin'}
DEBUG util.py:348:  Child return code was: 0
DEBUG util.py:308:  Executing command: ['/bin/umount', '-n', '-l', '/var/lib/mock/fedora-rawhide-x86_64/root/sys'] with env {'LANG': 'en_US.utf8', 'TERM': 'vt100', 'SHELL': '/bin/bash', 'HOSTNAME': 'mock', 'HOME': '/builddir', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin'}
DEBUG util.py:348:  Child return code was: 0
DEBUG util.py:308:  Executing command: ['/bin/umount', '-n', '-l', '/var/lib/mock/fedora-rawhide-x86_64/root/proc'] with env {'LANG': 'en_US.utf8', 'TERM': 'vt100', 'SHELL': '/bin/bash', 'HOSTNAME': 'mock', 'HOME': '/builddir', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin'}
DEBUG util.py:348:  Child return code was: 0
DEBUG util.py:112:  kill orphans
DEBUG util.py:84:  remove tree: /var/lib/mock/fedora-rawhide-x86_64.tmp
INFO backend.py:201:  chroot (/var/lib/mock/fedora-rawhide-x86_64) unlocked and deleted
DEBUG util.py:112:  kill orphans
